mileage,make,model,fuel,gear,offerType,price,hp,year
28000,Ford,Kuga,Gasoline,Manual,Used,17890,120,2018
10053,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,18460,131,2018
39400,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,18930,131,2018
16400,Mercedes-Benz,E 220,Diesel,Automatic,Used,34890,194,2019
12282,Volvo,V90,Gasoline,Automatic,Used,35400,250,2019
24240,Volkswagen,Arteon,Gasoline,Automatic,Demonstration,35450,272,2019
19700,Volkswagen,Golf GTI,Gasoline,Automatic,Used,36990,290,2019
8900,Mercedes-Benz,CLA 250,Gasoline,Automatic,Employee's car,37480,224,2019
20746,Audi,A4 allroad,Gasoline,Automatic,Used,37750,245,2019
32957,DS,Automobiles DS 7 Crossback,Diesel,Automatic,Used,38990,179,2019
21495,Mercedes-Benz,GLC 220,Diesel,Automatic,Used,39677,194,2019
20667,Audi,Q5,Diesel,Automatic,Used,39930,190,2019
38417,Mercedes-Benz,GLC 220,Diesel,Automatic,Used,39977,170,2019
22593,Mercedes-Benz,GLC 220,Diesel,Automatic,Used,39977,194,2019
63368,Audi,Q5,Diesel,Automatic,Used,39980,190,2019
35002,BMW,330,Diesel,Automatic,Used,39990,265,2019
3930,BMW,X3,Gasoline,Automatic,Used,39990,252,2019
23490,Ford,Edge,Diesel,Automatic,Employee's car,43590,238,2019
20498,BMW,X3,Diesel,Automatic,Used,44850,265,2019
65000,Lexus,RX 450h,Electric/Gasoline,Automatic,Used,44990,313,2019
40925,Audi,A6,Diesel,Automatic,Used,45840,286,2019
26790,Audi,A7,Diesel,Automatic,Used,53870,286,2020
13000,Audi,S4,Diesel,Automatic,Used,54550,347,2020
24120,Volkswagen,Touareg,Diesel,Automatic,Used,54870,231,2020
12400,Ford,Tourneo Custom,Diesel,Automatic,Employee's car,54990,185,2020
12400,Ford,Tourneo Custom,Diesel,Automatic,Employee's car,54990,185,2020
17000,Audi,Q5,Electric/Gasoline,Automatic,Used,55880,252,2020
20000,Volkswagen,Touareg,Diesel,Automatic,Used,55940,286,2020
13860,Audi,S4,Diesel,Automatic,Employee's car,55940,347,2020
15480,Audi,S4,Diesel,Automatic,Employee's car,55980,347,2020
9730,Audi,S4,Diesel,Automatic,Employee's car,56680,347,2020
15780,Volkswagen,Touareg,Diesel,Automatic,Employee's car,58980,286,2020
8000,Audi,RS3,Gasoline,Automatic,Demonstration,59450,400,2020
10000,Audi,Q5,Diesel,Automatic,Used,59980,286,2020
93,Volkswagen,Passat Variant,Gasoline,Automatic,Used,60000,272,2020
63000,Audi,e-tron,Electric,Automatic,Used,61880,360,2020
14880,Volkswagen,Touareg,Diesel,Automatic,Used,67840,286,2020
5000,Audi,RS Q3,Gasoline,Automatic,Demonstration,73450,400,2020
20000,Audi,A8,Electric/Gasoline,Automatic,Used,89950,449,2020
26480,Audi,S8,Gasoline,Automatic,Employee's car,98889,571,2020
50,Audi,SQ7,Diesel,Automatic,Demonstration,122000,435,2020
2100,Volkswagen,Tiguan,Gasoline,Automatic,Used,38900,150,2021
100,Volkswagen,Caddy,Diesel,Automatic,Demonstration,39450,122,2021
10,Volkswagen,Tiguan,Diesel,Manual,Used,39490,150,2021
4000,Mercedes-Benz,E 200,Diesel,Automatic,Demonstration,41450,160,2021
4000,Mercedes-Benz,Vito,Diesel,Automatic,Demonstration,41591,163,2021
10,Volkswagen,Tiguan,Diesel,Automatic,Used,42775,190,2021
3000,Mercedes-Benz,,Electric,Automatic,Demonstration,42890,109,2021
1000,Toyota,Yaris,Gasoline,Manual,Demonstration,44990,261,2021
4000,Mercedes-Benz,GLB 180,Gasoline,Automatic,Demonstration,44995,136,2021
4000,Mercedes-Benz,GLB 200,Gasoline,Automatic,Demonstration,45995,163,2021
2100,Volkswagen,Arteon,Diesel,Automatic,Demonstration,48900,150,2021
22,Volkswagen,T-Roc,Gasoline,Automatic,Used,49950,300,2021
10,Volkswagen,Arteon,Diesel,Automatic,Used,52750,200,2021
111450,Opel,Corsa,Gasoline,Manual,Used,3799,69,2011
195100,SEAT,Ibiza,Gasoline,Manual,Used,3800,105,2011
178800,Ford,Focus,Gasoline,Manual,Used,3800,101,2011
96879,Peugeot,207,Gasoline,Manual,Used,3800,73,2011
162500,Skoda,Fabia,Gasoline,Manual,Used,3800,69,2011
90758,Skoda,Fabia,Gasoline,Manual,Used,3850,60,2011
106700,SEAT,Ibiza,Diesel,Manual,Used,3890,75,2011
246000,Toyota,Verso-S,Diesel,Manual,Used,3899,90,2011
112000,smart,forTwo,Gasoline,Automatic,Used,3899,61,2011
140000,Mitsubishi,Colt,Gasoline,Manual,Used,3899,95,2011
116000,Hyundai,i10,Gasoline,Manual,Used,3899,69,2011
96000,smart,forTwo,Gasoline,Automatic,Used,3899,71,2011
113000,Ford,Fiesta,Gasoline,Manual,Used,3900,60,2011
155000,Volkswagen,Golf Variant,Diesel,Manual,Used,3900,140,2011
78076,Fiat,Grande Punto,Gasoline,Manual,Used,3900,69,2011
193000,Opel,Astra,Diesel,Manual,Used,3900,110,2011
82000,Toyota,Aygo,Gasoline,Manual,Used,3900,68,2011
115000,Ford,Ka/Ka+,Gasoline,Manual,Used,3900,69,2011
168000,Peugeot,308,Diesel,Manual,Used,3900,111,2011
223000,Volkswagen,Passat Variant,Diesel,Automatic,Used,3900,140,2011
167500,Opel,Corsa,Diesel,Manual,Used,4500,131,2012
45000,Hyundai,i20,Gasoline,Manual,Used,4500,77,2012
82000,smart,forTwo,Gasoline,Automatic,Used,4500,71,2012
117000,SEAT,Ibiza,Gasoline,Manual,Used,4500,69,2012
63000,Renault,Clio,Gasoline,Manual,Used,4550,75,2012
111000,Suzuki,Swift,Gasoline,Manual,Used,4550,94,2012
233237,BMW,318,Gasoline,Manual,Used,4590,143,2012
13571,Hyundai,i10,Gasoline,Manual,Used,4600,69,2012
192000,Volkswagen,Polo,Diesel,Manual,Used,4600,75,2012
124500,Nissan,Note,Gasoline,Manual,Used,4650,88,2012
76900,smart,forTwo,Gasoline,Automatic,Used,4650,71,2012
124000,Opel,Corsa,Gasoline,Manual,Used,4690,86,2012
130000,Renault,Megane,Gasoline,Manual,Used,4690,101,2012
210000,Opel,Astra,Diesel,Manual,Used,4699,110,2012
125000,Volkswagen,up!,Gasoline,Manual,Used,4750,60,2012
99877,Opel,Corsa,Gasoline,Manual,Used,4775,69,2012
177000,Ford,Transit Connect,Diesel,Manual,Used,4790,75,2012
177000,Ford,Transit Connect,Diesel,Manual,Used,4790,75,2012
49086,Chevrolet,Spark,Gasoline,Manual,Used,4790,68,2012
110000,Dacia,Sandero,Diesel,Manual,Used,4790,88,2012
85000,Citroen,C1,Gasoline,Manual,Used,4900,68,2013
59123,Toyota,Aygo,Gasoline,Manual,Used,4900,68,2013
66178,Chevrolet,Spark,Gasoline,Manual,Used,4900,68,2013
76000,Hyundai,i20,Gasoline,Manual,Used,4900,86,2013
112785,Fiat,Punto,Gasoline,Manual,Used,4904,69,2013
170889,Peugeot,Boxer,Diesel,Manual,Used,4950,131,2013
107000,Skoda,Fabia,Diesel,Manual,Used,4950,90,2013
66232,Renault,Twingo,Gasoline,Manual,Used,4980,75,2013
37005,Citroen,C3,Gasoline,Manual,Used,4980,68,2013
233000,Renault,Megane,Diesel,Manual,Used,4990,110,2013
80000,Kia,Picanto,Gasoline,Manual,Used,4990,69,2013
96000,Volkswagen,up!,Gasoline,Manual,Used,4990,60,2013
136000,Hyundai,i20,Gasoline,Manual,Used,4998,77,2013
75000,Mitsubishi,Space Star,Gasoline,Manual,Used,4999,80,2013
90163,Opel,Adam,Gasoline,Manual,Used,4999,69,2013
242000,MINI,One,Diesel,Manual,Used,4999,90,2013
145225,Fiat,500C,Gasoline,Manual,Used,4999,69,2013
200000,Opel,Zafira,Diesel,Manual,Used,4999,110,2013
128000,Renault,Megane,Gasoline,Manual,Used,4999,116,2013
128000,Renault,Megane,LPG,Manual,Used,4999,116,2013
16500,Volkswagen,up!,Gasoline,Manual,Used,5490,60,2014
51000,Hyundai,i20,Gasoline,Manual,Used,5490,86,2014
130000,Ford,Focus,Diesel,Manual,Used,5499,116,2014
101000,Hyundai,i20,Gasoline,Manual,Used,5499,86,2014
158869,Opel,Meriva,Diesel,Manual,Used,5499,136,2014
90000,Citroen,C3,Diesel,Manual,Used,5500,68,2014
166000,Toyota,Aygo,Gasoline,Manual,Used,5500,68,2014
148910,SEAT,Ibiza,Diesel,Manual,Used,5500,75,2014
79400,Renault,Twingo,Gasoline,Manual,Used,5500,71,2014
361000,Ford,Transit Connect,Diesel,Manual,Used,5500,95,2014
74677,Opel,Corsa,Gasoline,Manual,Used,5555,69,2014
229600,Mercedes-Benz,Citan,Diesel,Manual,Used,5590,110,2014
98518,Volkswagen,up!,Gasoline,Manual,Used,5598,60,2014
80858,SEAT,Ibiza,Gasoline,Manual,Used,5600,69,2014
108900,Opel,Corsa,Gasoline,Manual,Used,5650,87,2014
100000,Ford,Fiesta,Gasoline,Manual,Used,5650,82,2014
300000,Ford,C-Max,Diesel,Automatic,Used,5700,140,2014
48600,smart,forTwo,Gasoline,Automatic,Used,5700,71,2014
132000,Hyundai,i20,Gasoline,Manual,Used,5700,86,2014
67447,smart,forTwo,Gasoline,Automatic,Used,5750,71,2014
60000,Skoda,Citigo,Gasoline,Manual,Used,5490,60,2015
115000,Renault,Twingo,Gasoline,Manual,Used,5490,71,2015
95770,Opel,Corsa,Gasoline,Manual,Used,5499,69,2015
31000,Fiat,Panda,Gasoline,Manual,Used,5500,69,2015
70277,Volkswagen,up!,Gasoline,Manual,Used,5500,60,2015
41700,SEAT,Mii,Gasoline,Manual,Used,5500,60,2015
182000,Skoda,Fabia,Gasoline,Manual,Used,5699,90,2015
54742,Ford,Fiesta,Gasoline,Manual,Used,5750,60,2015
130000,Skoda,Fabia,Gasoline,Manual,Used,5800,60,2015
40500,Opel,Corsa,Gasoline,Manual,Used,5890,69,2015
121000,Ford,Fiesta,Diesel,Manual,Used,5900,95,2015
118000,Ford,Fiesta,Diesel,Manual,Used,5900,75,2015
199500,Ford,Focus,Diesel,Manual,Used,5900,116,2015
160500,Volkswagen,Golf Variant,Diesel,Automatic,Used,5900,110,2015
55299,Hyundai,i10,Gasoline,Manual,Used,5944,67,2015
59987,Dacia,Sandero,Gasoline,Manual,Used,5950,75,2015
104900,Dacia,Logan,Diesel,Manual,Used,5990,90,2015
53800,Volkswagen,up!,Gasoline,Manual,Used,5990,60,2015
115000,Dacia,Sandero,Gasoline,Manual,Used,5990,90,2015
89500,Ford,Fiesta,Gasoline,Manual,Used,5990,60,2015
58561,Ford,Fiesta,Gasoline,Manual,Used,7690,82,2016
185000,Volkswagen,Golf Variant,Diesel,Automatic,Used,8899,110,2016
121000,Opel,Astra,Diesel,Manual,Used,8950,95,2016
131500,Opel,Astra,Diesel,Manual,Used,8980,110,2016
25768,Toyota,Aygo,Gasoline,Manual,Used,8990,69,2016
81000,Hyundai,i20,Gasoline,Manual,Used,8999,84,2016
98700,Ford,Focus,Diesel,Manual,Used,9700,120,2016
178000,Skoda,Octavia,Gasoline,Automatic,Used,9990,150,2016
23500,Renault,ZOE,Electric,Automatic,Used,9999,58,2016
59850,Ford,C-Max,Gasoline,Manual,Used,10490,125,2016
85308,Kia,Ceed / cee'd,Gasoline,Manual,Used,10745,120,2016
136000,BMW,118,Diesel,Manual,Used,10900,150,2016
142000,Opel,Insignia,Gasoline,Automatic,Used,10990,250,2016
54000,Dacia,Duster,Gasoline,Manual,Used,11888,125,2016
46675,Volkswagen,Golf,Gasoline,Manual,Used,12190,110,2016
85000,Volkswagen,Golf,Diesel,Manual,Used,12490,110,2016
87800,Renault,Scenic,Gasoline,Manual,Used,12555,132,2016
95887,Skoda,Octavia,Gasoline,Manual,Used,12990,110,2016
87791,Skoda,Yeti,Gasoline,Manual,Used,12990,110,2016
26098,Opel,Mokka,Gasoline,Manual,Used,13599,140,2016
52444,Mercedes-Benz,SLC 180,Gasoline,Automatic,Used,27980,156,2017
39580,Volvo,V90,Diesel,Automatic,Used,27980,190,2017
19093,Mercedes-Benz,C 200,Gasoline,Automatic,Used,27980,184,2017
67275,Mercedes-Benz,E 200,Gasoline,Automatic,Used,27990,184,2017
60000,Hyundai,Grand Santa Fe,Diesel,Automatic,Used,28000,200,2017
60000,Hyundai,Grand Santa Fe,Diesel,Automatic,Used,28000,200,2017
59249,Audi,A5,Gasoline,Manual,Used,28480,252,2017
73455,Jaguar,F-Pace,Diesel,Automatic,Used,28750,179,2017
74000,Mercedes-Benz,E 220,Diesel,Automatic,Used,28888,194,2017
62467,Volkswagen,Touareg,Diesel,Automatic,Used,29450,204,2017
73720,Ford,Mustang,Gasoline,Automatic,Used,29489,317,2017
46050,Audi,A6,Diesel,Automatic,Used,29490,190,2017
51511,Volkswagen,Tiguan,Gasoline,Automatic,Used,29588,220,2017
72600,Mercedes-Benz,E 220,Diesel,Automatic,Used,29888,194,2017
46000,Audi,A5,Gasoline,Automatic,Used,29900,190,2017
132216,Mercedes-Benz,V 250,Diesel,Automatic,Used,29980,190,2017
132216,Mercedes-Benz,Vito,Diesel,Automatic,Used,29980,190,2017
53554,Audi,Q5,Diesel,Automatic,Used,30220,190,2017
78423,Audi,A5,Diesel,Automatic,Used,30650,218,2017
73800,Mercedes-Benz,E 250,Gasoline,Automatic,Used,30777,211,2017
80454,Volkswagen,Tiguan,Diesel,Automatic,Used,28990,241,2018
16382,Mercedes-Benz,E 220,Diesel,Automatic,Used,29850,194,2018
110450,Volvo,XC40,Diesel,Automatic,Used,29879,190,2018
141560,Mercedes-Benz,V 200,Diesel,Automatic,Used,29980,136,2018
53818,Audi,A4,Diesel,Automatic,Used,29980,190,2018
46455,Audi,A6,Gasoline,Automatic,Used,30650,190,2018
29509,Audi,A3,Gasoline,Automatic,Used,30850,150,2018
44929,Volkswagen,Tiguan,Diesel,Automatic,Used,31190,190,2018
75376,Volvo,XC90,Diesel,Automatic,Used,31450,190,2018
43422,Audi,A6,Diesel,Automatic,Used,31450,320,2018
99050,Audi,Q5,Diesel,Automatic,Used,31490,190,2018
31257,Volvo,XC60,Gasoline,Automatic,Used,31840,250,2018
14629,Audi,Q3,Gasoline,Automatic,Used,32450,179,2018
23573,Volkswagen,Tiguan,Diesel,Automatic,Used,32490,190,2018
61476,Volvo,XC60,Diesel,Manual,Used,32750,190,2018
83464,Audi,A6 allroad,Diesel,Automatic,Used,32850,218,2018
50000,Audi,A4,Diesel,Automatic,Used,32850,272,2018
74425,Jaguar,F-Pace,Diesel,Automatic,Used,33750,300,2018
29000,BMW,140,Gasoline,Automatic,Used,33900,340,2018
32000,SEAT,Ateca,Gasoline,Automatic,Used,33900,300,2018
16849,Ford,Tourneo Connect,Diesel,Automatic,Used,24650,120,2019
40000,Kia,Sportage,Diesel,Automatic,Used,24800,185,2019
20205,Renault,Talisman,Gasoline,Automatic,Used,24900,224,2019
97042,Audi,A4,Gasoline,Automatic,Used,24950,190,2019
13802,Hyundai,Ioniq,Electric/Gasoline,Automatic,Demonstration,25350,105,2019
21500,Ford,Ranger,Diesel,Manual,Used,25400,131,2019
11443,Ford,Kuga,Gasoline,Automatic,Used,25440,150,2019
10000,Fiat,Ducato,Diesel,Manual,Used,25490,131,2019
17900,Volkswagen,Golf,Gasoline,Automatic,Used,25550,150,2019
18347,Mazda,CX-5,Diesel,Automatic,Used,25850,150,2019
27335,Ford,Kuga,Gasoline,Automatic,Used,25950,230,2019
3412,Hyundai,Kona,Electric,Automatic,Used,25990,135,2019
24313,Volkswagen,Golf GTI,Gasoline,Manual,Used,26580,245,2019
12900,Mercedes-Benz,A 180,Diesel,Automatic,Used,26666,116,2019
23000,Mercedes-Benz,GLA 180,Gasoline,Automatic,Used,26888,122,2019
21,Ford,Transit,Diesel,Manual,Pre-registered,26999,131,2019
4515,Volkswagen,T-Roc,Diesel,Automatic,Used,27280,150,2019
20035,Volkswagen,Tiguan,Gasoline,Automatic,Used,27390,150,2019
28645,Volkswagen,Golf,Gasoline,Manual,Used,27479,245,2019
7965,Volkswagen,Golf,Gasoline,Manual,Used,19900,131,2020
3860,Volkswagen,Golf,Gasoline,Manual,Used,19900,131,2020
4274,Volkswagen,Golf,Gasoline,Manual,Used,19900,131,2020
4200,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,19950,125,2020
1459,Hyundai,i30,Diesel,Manual,Used,19980,116,2020
10180,Renault,Captur,Gasoline,Automatic,Used,19990,131,2020
12777,Renault,Captur,Gasoline,Automatic,Used,19990,131,2020
11001,Renault,Captur,Gasoline,Automatic,Used,19990,131,2020
16237,Ford,Puma,Gasoline,Manual,Employee's car,19990,125,2020
3673,Ford,EcoSport,Diesel,Manual,Used,20220,125,2020
10955,Ford,Tourneo Connect,Gasoline,Manual,Employee's car,20298,101,2020
8872,Ford,Puma,Gasoline,Manual,Employee's car,20398,125,2020
10,Fiat,Talento,Diesel,Manual,Pre-registered,20480,95,2020
8427,Ford,Focus,Electric/Gasoline,Manual,Used,20480,125,2020
20000,Renault,Megane,Gasoline,Automatic,Used,20489,159,2020
18186,Ford,Focus,Gasoline,Manual,Used,20490,150,2020
18317,Ford,EcoSport,Gasoline,Manual,Employee's car,20507,140,2020
13900,Volkswagen,Golf,Gasoline,Manual,Used,20590,131,2020
24900,Audi,A3,Diesel,Manual,Used,20650,116,2020
50,Volkswagen,Tiguan,Gasoline,Automatic,Employee's car,33490,190,2021
10,Volkswagen,Tiguan,Gasoline,Automatic,Employee's car,33490,190,2021
1000,Hyundai,Tucson,Gasoline,Automatic,Demonstration,33490,230,2021
900,Opel,Mokka,Electric,Automatic,Used,33540,136,2021
5,SEAT,Leon,Electric/Gasoline,Automatic,Used,33770,204,2021
5,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,34470,179,2021
5,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,34470,179,2021
3000,Opel,Zafira Life,Diesel,Manual,Demonstration,34550,120,2021
5,Cupra,Formentor,Gasoline,Automatic,Pre-registered,34740,150,2021
5,SEAT,Leon,Electric/Gasoline,Automatic,Used,34770,204,2021
10,Cupra,Formentor,Electric/Gasoline,Automatic,Pre-registered,34950,204,2021
5,Hyundai,Tucson,Electric/Gasoline,Automatic,Pre-registered,34970,230,2021
12,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,34988,150,2021
0,Hyundai,Ioniq,Electric,Automatic,Used,35790,136,2021
48,Ford,Kuga,Electric/Gasoline,Automatic,Demonstration,35790,224,2021
10,Skoda,Octavia,Electric/Gasoline,Automatic,Pre-registered,35950,245,2021
6,Hyundai,Kona,Electric,Automatic,Used,35990,136,2021
12,Hyundai,Tucson,Diesel,Automatic,Pre-registered,36488,136,2021
10,SEAT,Leon,Electric/Gasoline,Automatic,Demonstration,36550,204,2021
5,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,36870,179,2021
113000,Peugeot,207,Gasoline,Manual,Used,3850,95,2011
211000,Peugeot,Partner,Diesel,Manual,Used,3850,75,2011
211000,Peugeot,Partner,Diesel,Manual,Used,3850,90,2011
140000,Mitsubishi,Colt,Gasoline,Manual,Used,3899,95,2011
88963,Nissan,Micra,Gasoline,Manual,Used,3899,80,2011
94521,Renault,Twingo,Gasoline,Manual,Used,3899,75,2011
114619,Hyundai,i10,Gasoline,Manual,Used,3899,69,2011
93631,Peugeot,206,Gasoline,Manual,Used,3899,60,2011
158000,Opel,Corsa,Gasoline,Manual,Used,3900,87,2011
115000,Ford,Ka/Ka+,Gasoline,Manual,Used,3900,69,2011
264000,Opel,Astra,Diesel,Manual,Used,3900,110,2011
199999,Renault,Megane,Diesel,Manual,Used,3900,131,2011
124000,Skoda,Fabia,Gasoline,Manual,Used,3950,86,2011
84000,Skoda,Citigo,Gasoline,Manual,Used,3950,60,2011
119890,Opel,Corsa,Gasoline,Manual,Used,3987,69,2011
81863,Chevrolet,Spark,Gasoline,Manual,Used,3990,68,2011
85000,Kia,Picanto,Gasoline,Manual,Used,3990,69,2011
159000,SEAT,Ibiza,Gasoline,Manual,Used,3990,105,2011
210000,Renault,Megane,Gasoline,Manual,Used,3990,101,2011
177000,Renault,Megane,Diesel,Manual,Used,3990,90,2011
78500,Ford,Ka/Ka+,Gasoline,Manual,Used,4250,69,2012
165000,Alfa,Romeo MiTo,Diesel,Manual,Used,4250,95,2012
94685,Chevrolet,Spark,Gasoline,Manual,Used,4250,82,2012
53923,Renault,Twizy,Electric,Automatic,Used,4260,11,2012
65000,Volkswagen,up!,Gasoline,Manual,Used,4280,60,2012
77274,Volkswagen,up!,Gasoline,Manual,Used,4290,60,2012
209850,Toyota,Auris,Gasoline,Manual,Used,4290,132,2012
77650,Citroen,C1,Gasoline,Manual,Used,4299,68,2012
148139,Peugeot,208,Gasoline,Manual,Used,4300,95,2012
42000,Ford,Ka/Ka+,Gasoline,Manual,Used,4300,69,2012
103000,Renault,Twingo,Gasoline,Manual,Used,4300,102,2012
85000,Skoda,Citigo,Gasoline,Manual,Used,4350,60,2012
238000,Ford,Focus,Diesel,Manual,Used,4350,116,2012
138000,Hyundai,i20,Diesel,Manual,Used,4390,75,2012
150000,Renault,Megane,Diesel,Manual,Used,4399,106,2012
148000,SEAT,Ibiza,Gasoline,Manual,Used,4444,105,2012
100950,Dacia,Sandero,Gasoline,Manual,Used,4450,84,2012
142000,Skoda,Roomster,Gasoline,Manual,Used,4490,86,2012
72000,Renault,Clio,Gasoline,Manual,Used,4490,75,2012
81000,Hyundai,i20,Gasoline,Manual,Used,4490,77,2012
67040,Toyota,Aygo,Gasoline,Manual,Used,4800,68,2013
103000,Opel,Corsa,Gasoline,Manual,Used,4800,86,2013
142000,SEAT,Mii,Gasoline,Manual,Used,4800,68,2013
123400,smart,forTwo,Gasoline,Manual,Used,4850,71,2013
84900,Skoda,Fabia,Gasoline,Manual,Used,4850,60,2013
72500,Fiat,Grande Punto,Gasoline,Manual,Demonstration,4850,68,2013
106950,Nissan,Note,Gasoline,Manual,Used,4890,88,2013
79945,Skoda,Citigo,Gasoline,Manual,Used,4900,75,2013
85000,Citroen,C1,Gasoline,Manual,Used,4900,68,2013
76000,Hyundai,i20,Gasoline,Manual,Used,4900,86,2013
109118,Ford,B-Max,Gasoline,Manual,Used,4900,101,2013
153000,Kia,Rio,Diesel,Manual,Used,4949,75,2013
100000,Ford,Fiesta,Gasoline,Manual,Used,4950,60,2013
167000,Ford,Focus,Gasoline,Manual,Used,4950,101,2013
103000,Skoda,Fabia,Gasoline,Manual,Used,4970,86,2013
66232,Renault,Twingo,Gasoline,Manual,Used,4980,75,2013
62513,Fiat,Punto,Gasoline,Manual,Used,4980,69,2013
37005,Citroen,C3,Gasoline,Manual,Used,4980,68,2013
96000,Volkswagen,up!,Gasoline,Manual,Used,4990,60,2013
122000,Opel,Corsa,Gasoline,Manual,Used,4990,101,2013
114000,Volkswagen,up!,Gasoline,Manual,Used,5399,68,2014
48643,Opel,Corsa,Gasoline,Manual,Used,5400,69,2014
69950,Opel,Corsa,Gasoline,Manual,Used,5450,69,2014
76600,Ford,Ka/Ka+,Gasoline,Manual,Used,5450,69,2014
88362,Toyota,Aygo,Gasoline,Manual,Used,5480,68,2014
100910,Opel,Corsa,Gasoline,Manual,Used,5490,69,2014
16500,Volkswagen,up!,Gasoline,Manual,Used,5490,60,2014
51000,Hyundai,i20,Gasoline,Manual,Used,5490,86,2014
85165,Ford,Fiesta,Gasoline,Manual,Used,5490,80,2014
80000,Opel,Corsa,Gasoline,Manual,Used,5490,69,2014
34000,Fiat,Punto,Gasoline,Manual,Used,5490,69,2014
130000,Ford,Focus,Diesel,Manual,Used,5499,116,2014
88456,Opel,Astra,Diesel,Manual,Used,5499,110,2014
92545,Opel,Corsa,Gasoline,Manual,Used,5500,69,2014
81000,Skoda,Citigo,Gasoline,Manual,Used,5500,75,2014
148910,SEAT,Ibiza,Diesel,Manual,Used,5500,75,2014
85300,Volkswagen,up!,Gasoline,Manual,Used,5500,60,2014
97800,Hyundai,i10,Gasoline,Manual,Used,5500,67,2014
85000,Opel,Corsa,Gasoline,Manual,Used,5500,101,2014
140050,Opel,Corsa,Gasoline,Manual,Used,5590,87,2014
91829,Suzuki,Splash,Gasoline,Manual,Used,5499,68,2015
128000,Citroen,Nemo,Diesel,Manual,Used,5500,75,2015
173000,Mercedes-Benz,Citan,Diesel,Manual,Used,5500,75,2015
41700,SEAT,Mii,Gasoline,Manual,Used,5500,60,2015
82500,Mitsubishi,Space Star,Gasoline,Manual,Used,5678,80,2015
138200,SEAT,Ibiza,Diesel,Manual,Used,5690,75,2015
50000,Ford,Ka/Ka+,Gasoline,Manual,Used,5750,69,2015
72887,Renault,Twingo,Gasoline,Manual,Used,5750,71,2015
81000,Dacia,Logan,Gasoline,Manual,Used,5750,75,2015
97000,SEAT,Mii,Gasoline,Manual,Used,5770,75,2015
175000,Opel,Astra,Gasoline,Manual,Used,5790,116,2015
49381,Citroen,C1,Gasoline,Manual,Used,5790,69,2015
72000,SEAT,Mii,Gasoline,Manual,Used,5799,60,2015
41000,Opel,Corsa,Gasoline,Manual,Used,5800,69,2015
115000,Opel,Karl,Gasoline,Manual,Used,5800,75,2015
103800,Opel,Corsa,Gasoline,Manual,Used,5850,90,2015
73025,Renault,Twingo,Gasoline,Manual,Used,5850,71,2015
43200,Volkswagen,up!,Gasoline,Manual,Used,5900,60,2015
160500,Volkswagen,Golf Variant,Diesel,Automatic,Used,5900,110,2015
113882,Ford,Fiesta,Gasoline,Manual,Used,5900,60,2015
50000,Mercedes-Benz,C 220,Diesel,Automatic,Used,22725,170,2016
31783,Audi,A5,Gasoline,Automatic,Used,22990,177,2016
57352,Audi,A4,Diesel,Manual,Used,23380,190,2016
87548,Volkswagen,Sharan,Diesel,Manual,Used,23855,150,2016
62323,Land,Rover Range Rover Evoque,Diesel,Automatic,Used,23900,150,2016
90300,Audi,A5,Diesel,Automatic,Used,24950,218,2016
39258,Skoda,Superb,Diesel,Automatic,Used,24990,190,2016
54942,Audi,A5,Gasoline,Automatic,Used,25950,272,2016
111000,Mercedes-Benz,CLS 250,Diesel,Automatic,Used,26400,204,2016
44800,Toyota,RAV 4,Electric/Gasoline,Automatic,Used,26960,197,2016
95862,Audi,A6,Diesel,Automatic,Used,26979,218,2016
122887,Volkswagen,Phaeton,Gasoline,Automatic,Used,27888,334,2016
90545,Volkswagen,Phaeton,Gasoline,Automatic,Used,28777,334,2016
98500,Volkswagen,T6 Multivan,Diesel,Manual,Used,28850,102,2016
76000,Mercedes-Benz,E 220,Diesel,Automatic,Used,29700,194,2016
89950,Volkswagen,Touareg,Diesel,Automatic,Used,29777,262,2016
74106,Volkswagen,Touareg,Diesel,Automatic,Used,29777,262,2016
88708,Volkswagen,Touareg,Diesel,Automatic,Used,29777,262,2016
82891,Volkswagen,Touareg,Diesel,Automatic,Used,33511,262,2016
52427,Nissan,Leaf,Electric,Automatic,Used,12990,109,2017
79198,Kia,Ceed / cee'd,Gasoline,Manual,Used,12990,135,2017
33132,Nissan,Leaf,Electric,Automatic,Used,13490,109,2017
30911,Volkswagen,Golf,Gasoline,Manual,Used,13950,110,2017
13037,Nissan,Qashqai,Gasoline,Manual,Used,14790,116,2017
34032,Hyundai,Tucson,Gasoline,Manual,Used,14997,132,2017
116039,Volkswagen,Golf,Diesel,Manual,Used,15950,150,2017
101300,Audi,A4,Diesel,Automatic,Used,16950,150,2017
96000,Volvo,S60,Diesel,Manual,Used,16990,190,2017
49986,Volkswagen,Golf Sportsvan,Gasoline,Automatic,Used,17450,125,2017
44676,Mercedes-Benz,B 200,CNG,Automatic,Used,17880,156,2017
16610,Volkswagen,Touran,Gasoline,Manual,Used,17950,110,2017
35500,SEAT,Leon,Gasoline,Manual,Used,18000,150,2017
